parity,blood_calcium,blood_phosphorus,bcs,days_to_calving,milk_yield_day1,activity_level,dcad,stage
1,7.4,5.5,3.0,16,18.0,0.2,-30.0,Critical
1,7.4,5.5,3.0,14,18.0,0.13,-30.0,Critical
1,7.4,5.5,3.0,20,18.0,0.13,-30.0,Critical
2,8.6,5.5,3.0,4,37.08,100.0,-30.0,Mild
2,8.6,5.5,3.0,1,49.92,98.75,-30.0,Mild
2,8.2,5.5,3.0,14,38.0,100.0,-30.0,Moderate
2,8.6,5.5,3.0,7,41.42,97.43,-30.0,Mild
2,8.6,5.5,3.0,20,18.0,100.0,-30.0,Mild
2,8.6,5.5,3.0,6,40.67,100.0,-30.0,Mild
2,8.6,5.5,3.0,8,42.08,100.0,-30.0,Mild
2,8.6,5.5,3.0,10,43.33,99.79,-30.0,Mild
2,8.2,5.5,3.0,13,38.75,99.58,-30.0,Moderate
2,8.6,5.5,3.0,16,18.0,100.0,-30.0,Mild
2,8.6,5.5,3.0,11,29.75,100.0,-30.0,Mild
2,8.2,5.5,3.0,12,43.33,100.0,-30.0,Moderate
2,8.6,5.5,3.0,5,27.58,100.0,-30.0,Mild
2,8.6,5.5,3.0,9,31.92,97.64,-30.0,Mild
2,8.6,5.5,3.0,3,28.92,100.0,-30.0,Mild
2,8.6,5.5,3.0,18,18.0,100.0,-30.0,Mild
2,8.6,5.5,3.0,19,18.0,100.0,-30.0,Mild
2,8.2,5.5,3.0,17,18.0,100.0,-30.0,Moderate
2,8.2,5.5,3.0,15,29.0,100.0,-30.0,Moderate
2,8.6,5.5,3.0,2,32.42,97.85,-30.0,Mild
2,8.2,5.5,3.0,9,25.5,91.5,-30.0,Moderate
2,8.6,5.5,3.0,18,18.0,79.84,-30.0,Mild
2,8.6,5.5,3.0,5,26.58,100.0,-30.0,Mild
2,8.6,5.5,3.0,2,23.17,91.93,-30.0,Mild
2,8.2,5.5,3.0,11,26.33,100.0,-30.0,Moderate
2,8.6,5.5,3.0,17,49.75,95.56,-30.0,Mild
2,8.6,5.5,3.0,19,44.08,100.0,-30.0,Mild
2,8.2,5.5,3.0,12,23.33,97.27,-30.0,Moderate
2,8.2,5.5,3.0,8,27.17,95.68,-30.0,Moderate
2,8.2,5.5,3.0,14,30.58,100.0,-30.0,Moderate
2,8.6,5.5,3.0,3,26.0,99.74,-30.0,Mild
2,8.2,5.5,3.0,6,27.0,100.0,-30.0,Moderate
2,8.2,5.5,3.0,13,28.67,100.0,-30.0,Moderate
2,8.2,5.5,3.0,15,27.58,100.0,-30.0,Moderate
2,8.6,5.5,3.0,1,26.25,95.4,-30.0,Mild
2,8.6,5.5,3.0,20,51.33,100.0,-30.0,Mild
2,8.2,5.5,3.0,16,28.17,98.11,-30.0,Moderate
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,7,28.75,99.4,-30.0,Moderate
2,8.6,5.5,3.0,4,21.83,95.78,-30.0,Mild
2,8.2,5.5,3.0,10,27.08,93.37,-30.0,Moderate
2,8.6,5.5,3.0,21,48.58,100.0,-30.0,Mild
1,8.6,5.5,3.0,17,18.0,48.63,-30.0,Mild
1,9.0,5.5,3.0,1,18.0,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,16,18.0,54.87,-30.0,Mild
1,8.2,5.5,3.0,14,18.0,28.63,-30.0,Moderate
1,8.6,5.5,3.0,4,18.0,90.27,-30.0,Mild
1,7.8,5.5,3.0,12,18.0,22.67,-30.0,Critical
1,9.0,5.5,3.0,2,18.0,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,3,18.0,100.0,-30.0,Subclinical
1,8.2,5.5,3.0,0,18.0,100.0,-30.0,Moderate
1,9.0,5.5,3.0,6,18.0,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,5,18.0,100.0,-30.0,Subclinical
1,7.8,5.5,3.0,13,18.0,20.57,-30.0,Critical
1,9.0,5.5,3.0,21,44.92,85.21,-30.0,Subclinical
1,9.0,5.5,3.0,19,18.0,67.63,-30.0,Subclinical
1,9.0,5.5,3.0,8,18.0,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,11,18.0,54.9,-30.0,Mild
1,9.0,5.5,3.0,18,18.0,87.07,-30.0,Subclinical
1,9.0,5.5,3.0,7,18.0,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,15,18.0,55.91,-30.0,Mild
1,8.2,5.5,3.0,9,23.5,47.67,-30.0,Moderate
1,8.6,5.5,3.0,20,18.0,90.23,-30.0,Mild
1,7.0,5.5,3.0,10,18.0,0.93,-30.0,Critical
2,8.2,5.5,3.0,5,33.58,86.92,-30.0,Moderate
2,8.6,5.5,3.0,18,28.67,92.19,-30.0,Mild
2,8.2,5.5,3.0,9,39.08,85.57,-30.0,Moderate
2,8.2,5.5,3.0,1,19.75,78.97,-30.0,Moderate
2,8.2,5.5,3.0,21,30.42,90.39,-30.0,Moderate
2,8.6,5.5,3.0,4,33.58,87.06,-30.0,Mild
2,8.6,5.5,3.0,17,32.92,89.29,-30.0,Mild
2,8.6,5.5,3.0,16,36.0,87.06,-30.0,Mild
2,8.6,5.5,3.0,8,36.5,91.43,-30.0,Mild
2,8.6,5.5,3.0,14,29.75,89.98,-30.0,Mild
2,8.6,5.5,3.0,15,34.92,86.62,-30.0,Mild
2,8.6,5.5,3.0,7,35.92,89.42,-30.0,Mild
2,8.6,5.5,3.0,20,38.92,88.6,-30.0,Mild
2,8.6,5.5,3.0,19,36.0,92.38,-30.0,Mild
2,8.6,5.5,3.0,11,32.92,91.81,-30.0,Mild
2,8.2,5.5,3.0,6,30.08,88.41,-30.0,Moderate
2,8.6,5.5,3.0,12,31.67,86.9,-30.0,Mild
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.6,5.5,3.0,13,29.0,89.06,-30.0,Mild
2,8.2,5.5,3.0,2,26.67,89.82,-30.0,Moderate
2,8.2,5.5,3.0,10,32.5,85.83,-30.0,Moderate
2,8.6,5.5,3.0,3,35.83,89.46,-30.0,Mild
2,8.2,5.5,3.0,2,28.83,100.0,-30.0,Moderate
2,8.2,5.5,3.0,5,32.58,98.11,-30.0,Moderate
2,8.2,5.5,3.0,21,27.67,84.74,-30.0,Moderate
2,8.6,5.5,3.0,18,34.75,93.98,-30.0,Mild
2,8.2,5.5,3.0,11,37.75,89.16,-30.0,Moderate
2,8.2,5.5,3.0,17,33.42,86.84,-30.0,Moderate
2,8.6,5.5,3.0,20,34.83,94.72,-30.0,Mild
2,8.2,5.5,3.0,3,32.08,94.67,-30.0,Moderate
2,8.6,5.5,3.0,16,39.33,90.36,-30.0,Mild
2,8.6,5.5,3.0,19,39.08,90.99,-30.0,Mild
2,8.6,5.5,3.0,12,31.25,100.0,-30.0,Mild
2,8.2,5.5,3.0,7,29.92,88.23,-30.0,Moderate
2,8.2,5.5,3.0,10,30.25,91.97,-30.0,Moderate
2,8.2,5.5,3.0,4,31.67,94.86,-30.0,Moderate
2,8.2,5.5,3.0,6,36.92,90.16,-30.0,Moderate
2,8.2,5.5,3.0,14,37.42,93.61,-30.0,Moderate
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,8,35.33,88.68,-30.0,Moderate
2,8.2,5.5,3.0,13,36.92,94.56,-30.0,Moderate
2,8.2,5.5,3.0,9,23.42,93.6,-30.0,Moderate
2,8.2,5.5,3.0,15,31.08,92.86,-30.0,Moderate
2,8.2,5.5,3.0,1,28.5,100.0,-30.0,Moderate
2,8.2,5.5,3.0,16,31.0,82.07,-30.0,Moderate
2,8.2,5.5,3.0,3,31.42,93.24,-30.0,Moderate
2,8.2,5.5,3.0,18,26.17,89.14,-30.0,Moderate
2,8.2,5.5,3.0,12,38.25,87.98,-30.0,Moderate
2,8.2,5.5,3.0,15,39.92,88.72,-30.0,Moderate
2,8.2,5.5,3.0,8,31.75,88.22,-30.0,Moderate
2,8.2,5.5,3.0,13,35.5,85.88,-30.0,Moderate
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,17,36.0,84.76,-30.0,Moderate
2,8.2,5.5,3.0,10,27.92,87.7,-30.0,Moderate
2,8.2,5.5,3.0,9,38.25,87.59,-30.0,Moderate
2,8.2,5.5,3.0,1,32.83,93.34,-30.0,Moderate
2,8.2,5.5,3.0,19,39.0,85.54,-30.0,Moderate
2,8.2,5.5,3.0,11,31.83,83.96,-30.0,Moderate
2,8.2,5.5,3.0,21,37.75,86.99,-30.0,Moderate
2,8.2,5.5,3.0,7,38.0,91.66,-30.0,Moderate
2,8.2,5.5,3.0,2,34.0,93.77,-30.0,Moderate
2,8.2,5.5,3.0,6,30.0,88.47,-30.0,Moderate
2,8.2,5.5,3.0,4,36.25,100.0,-30.0,Moderate
2,8.2,5.5,3.0,14,34.58,85.27,-30.0,Moderate
2,8.2,5.5,3.0,20,34.58,82.74,-30.0,Moderate
2,8.2,5.5,3.0,5,30.58,84.69,-30.0,Moderate
1,9.0,5.5,3.0,4,39.75,98.82,-30.0,Subclinical
1,9.0,5.5,3.0,9,38.83,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,8,42.58,99.1,-30.0,Subclinical
1,9.0,5.5,3.0,3,48.33,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,2,42.25,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,7,39.42,100.0,-30.0,Mild
1,7.8,5.5,3.0,0,18.0,100.0,-30.0,Critical
1,9.0,5.5,3.0,11,23.5,84.88,-30.0,Subclinical
1,9.0,5.5,3.0,6,41.75,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,10,45.67,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,1,43.5,90.28,-30.0,Subclinical
1,9.0,5.5,3.0,5,38.17,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,2,44.83,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,5,37.75,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,9,36.83,81.25,-30.0,Subclinical
1,9.0,5.5,3.0,8,44.75,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,7,46.25,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,15,44.25,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,1,47.67,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,4,32.08,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,12,41.08,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,14,37.08,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,6,41.08,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,11,35.33,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,3,40.33,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,13,42.75,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,16,41.25,96.98,-30.0,Subclinical
1,9.0,5.5,3.0,10,38.5,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,17,37.42,88.85,-30.0,Subclinical
2,8.2,5.5,3.0,5,33.33,94.93,-30.0,Moderate
2,8.2,5.5,3.0,13,33.42,96.69,-30.0,Moderate
2,8.2,5.5,3.0,18,27.17,90.41,-30.0,Moderate
2,8.2,5.5,3.0,19,37.42,97.17,-30.0,Moderate
2,8.2,5.5,3.0,16,33.67,97.56,-30.0,Moderate
2,8.6,5.5,3.0,20,36.75,97.22,-30.0,Mild
2,8.6,5.5,3.0,1,31.83,96.18,-30.0,Mild
2,8.2,5.5,3.0,3,32.08,94.86,-30.0,Moderate
2,8.6,5.5,3.0,14,33.75,99.67,-30.0,Mild
2,8.2,5.5,3.0,7,29.33,100.0,-30.0,Moderate
2,8.2,5.5,3.0,10,33.25,97.59,-30.0,Moderate
2,8.2,5.5,3.0,15,30.58,97.53,-30.0,Moderate
2,8.2,5.5,3.0,12,31.58,100.0,-30.0,Moderate
2,8.2,5.5,3.0,4,29.92,96.08,-30.0,Moderate
2,8.2,5.5,3.0,2,31.42,97.98,-30.0,Moderate
2,8.2,5.5,3.0,21,36.92,99.24,-30.0,Moderate
2,8.2,5.5,3.0,9,30.83,97.85,-30.0,Moderate
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,8,29.0,99.9,-30.0,Moderate
2,8.2,5.5,3.0,11,29.33,96.33,-30.0,Moderate
2,8.6,5.5,3.0,17,36.83,96.32,-30.0,Mild
2,8.2,5.5,3.0,6,36.33,100.0,-30.0,Moderate
2,8.2,5.5,3.0,18,30.17,88.99,-30.0,Moderate
2,8.2,5.5,3.0,2,36.75,93.99,-30.0,Moderate
2,8.2,5.5,3.0,14,21.92,83.94,-30.0,Moderate
2,8.2,5.5,3.0,19,28.58,92.44,-30.0,Moderate
2,8.2,5.5,3.0,3,35.75,92.69,-30.0,Moderate
2,8.2,5.5,3.0,12,30.17,100.0,-30.0,Moderate
2,8.2,5.5,3.0,10,27.5,91.37,-30.0,Moderate
2,8.2,5.5,3.0,6,32.67,90.43,-30.0,Moderate
2,8.2,5.5,3.0,17,26.58,92.28,-30.0,Moderate
2,8.2,5.5,3.0,21,27.92,88.74,-30.0,Moderate
2,8.2,5.5,3.0,1,37.5,96.48,-30.0,Moderate
2,8.2,5.5,3.0,13,26.42,92.09,-30.0,Moderate
2,8.2,5.5,3.0,11,26.5,94.01,-30.0,Moderate
2,8.2,5.5,3.0,9,27.67,92.61,-30.0,Moderate
2,8.2,5.5,3.0,4,37.42,95.42,-30.0,Moderate
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,15,26.25,91.34,-30.0,Moderate
2,8.2,5.5,3.0,7,31.08,92.41,-30.0,Moderate
2,8.2,5.5,3.0,16,22.75,93.93,-30.0,Moderate
2,8.2,5.5,3.0,8,30.67,90.51,-30.0,Moderate
2,8.2,5.5,3.0,20,23.08,91.31,-30.0,Moderate
2,8.2,5.5,3.0,5,32.58,92.27,-30.0,Moderate
2,8.2,5.5,3.0,10,23.83,93.38,-30.0,Moderate
2,8.6,5.5,3.0,6,21.42,95.22,-30.0,Mild
2,8.6,5.5,3.0,16,24.83,93.6,-30.0,Mild
2,8.2,5.5,3.0,9,15.75,87.67,-30.0,Moderate
2,8.6,5.5,3.0,14,32.25,93.4,-30.0,Mild
2,8.6,5.5,3.0,12,29.92,100.0,-30.0,Mild
2,8.6,5.5,3.0,19,18.67,82.53,-30.0,Mild
2,8.6,5.5,3.0,20,26.5,99.24,-30.0,Mild
2,8.6,5.5,3.0,15,22.17,96.22,-30.0,Mild
2,8.6,5.5,3.0,1,23.5,98.0,-30.0,Mild
2,8.6,5.5,3.0,5,24.0,86.24,-30.0,Mild
2,8.6,5.5,3.0,4,21.42,95.22,-30.0,Mild
2,8.6,5.5,3.0,8,22.83,97.11,-30.0,Mild
2,8.6,5.5,3.0,11,21.83,89.81,-30.0,Mild
2,8.6,5.5,3.0,2,20.83,86.81,-30.0,Mild
2,8.6,5.5,3.0,13,25.25,100.0,-30.0,Mild
2,8.6,5.5,3.0,17,23.83,98.31,-30.0,Mild
2,8.6,5.5,3.0,18,20.92,90.04,-30.0,Mild
2,8.6,5.5,3.0,7,18.17,90.89,-30.0,Mild
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.6,5.5,3.0,21,21.75,95.67,-30.0,Mild
2,8.6,5.5,3.0,3,21.42,95.22,-30.0,Mild
1,9.0,5.5,3.0,8,34.5,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,16,25.92,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,11,37.75,94.69,-30.0,Subclinical
1,9.0,5.5,3.0,20,23.67,97.33,-30.0,Subclinical
1,9.0,5.5,3.0,2,23.67,79.31,-30.0,Subclinical
1,9.0,5.5,3.0,12,33.25,97.6,-30.0,Subclinical
1,9.0,5.5,3.0,6,33.17,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,4,27.83,84.48,-30.0,Subclinical
1,9.0,5.5,3.0,3,38.58,79.69,-30.0,Subclinical
1,9.0,5.5,3.0,1,38.33,85.62,-30.0,Subclinical
1,9.0,5.5,3.0,7,31.25,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,21,26.5,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,9,27.25,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,10,29.42,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,18,31.08,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,13,30.67,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,19,35.83,91.88,-30.0,Subclinical
1,9.0,5.5,3.0,15,33.67,97.29,-30.0,Subclinical
1,9.0,5.5,3.0,14,27.67,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,5,27.92,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,17,31.25,100.0,-30.0,Subclinical
2,8.2,5.5,3.0,18,24.67,94.51,-30.0,Moderate
2,8.2,5.5,3.0,10,30.08,92.91,-30.0,Moderate
2,8.2,5.5,3.0,17,32.08,92.56,-30.0,Moderate
2,8.2,5.5,3.0,13,29.58,95.04,-30.0,Moderate
2,8.2,5.5,3.0,6,30.75,94.22,-30.0,Moderate
2,8.2,5.5,3.0,7,27.33,89.26,-30.0,Moderate
2,8.2,5.5,3.0,8,22.75,93.21,-30.0,Moderate
2,8.2,5.5,3.0,20,26.83,91.68,-30.0,Moderate
2,8.2,5.5,3.0,1,18.58,81.86,-30.0,Moderate
2,8.2,5.5,3.0,12,30.67,95.17,-30.0,Moderate
2,8.2,5.5,3.0,11,16.75,84.53,-30.0,Moderate
2,8.2,5.5,3.0,4,24.42,91.26,-30.0,Moderate
2,8.2,5.5,3.0,19,19.83,86.67,-30.0,Moderate
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,16,28.58,91.84,-30.0,Moderate
2,8.2,5.5,3.0,2,17.92,82.0,-30.0,Moderate
2,8.2,5.5,3.0,3,19.17,85.06,-30.0,Moderate
2,8.2,5.5,3.0,15,23.33,95.54,-30.0,Moderate
2,8.2,5.5,3.0,21,28.42,91.66,-30.0,Moderate
2,8.2,5.5,3.0,9,25.83,89.89,-30.0,Moderate
2,8.2,5.5,3.0,5,17.17,80.71,-30.0,Moderate
2,8.2,5.5,3.0,14,24.58,92.52,-30.0,Moderate
1,8.6,5.5,3.0,17,25.17,100.0,-30.0,Mild
1,9.0,5.5,3.0,2,16.83,80.78,-30.0,Subclinical
1,8.6,5.5,3.0,18,24.83,96.96,-30.0,Mild
1,8.6,5.5,3.0,11,25.17,100.0,-30.0,Mild
1,9.0,5.5,3.0,6,25.08,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,9,26.5,100.0,-30.0,Mild
1,8.6,5.5,3.0,10,23.17,97.56,-30.0,Mild
1,9.0,5.5,3.0,4,18.0,90.67,-30.0,Subclinical
1,9.0,5.5,3.0,5,20.75,94.33,-30.0,Subclinical
1,8.6,5.5,3.0,16,25.75,98.66,-30.0,Mild
1,8.6,5.5,3.0,15,31.17,100.0,-30.0,Mild
1,9.0,5.5,3.0,1,22.17,87.06,-30.0,Subclinical
1,8.6,5.5,3.0,12,23.33,97.78,-30.0,Mild
1,8.6,5.5,3.0,21,29.75,98.97,-30.0,Mild
1,8.6,5.5,3.0,19,25.33,90.52,-30.0,Mild
1,9.0,5.5,3.0,7,27.0,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,20,22.5,91.03,-30.0,Mild
1,8.6,5.5,3.0,14,25.42,94.06,-30.0,Mild
1,9.0,5.5,3.0,8,26.67,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,13,28.0,96.86,-30.0,Mild
1,9.0,5.5,3.0,3,23.83,98.44,-30.0,Subclinical
1,8.6,5.5,3.0,2,18.0,82.07,-30.0,Mild
1,8.6,5.5,3.0,5,18.0,76.3,-30.0,Mild
1,8.6,5.5,3.0,10,18.0,93.0,-30.0,Mild
1,8.6,5.5,3.0,9,18.0,67.1,-30.0,Mild
1,8.6,5.5,3.0,1,18.0,95.27,-30.0,Mild
1,9.0,5.5,3.0,12,18.0,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,11,18.0,81.37,-30.0,Mild
1,8.6,5.5,3.0,8,18.0,62.17,-30.0,Mild
1,8.6,5.5,3.0,4,18.0,71.67,-30.0,Mild
1,7.8,5.5,3.0,0,18.0,100.0,-30.0,Critical
1,8.6,5.5,3.0,13,18.0,78.03,-30.0,Mild
1,8.6,5.5,3.0,3,18.0,97.07,-30.0,Mild
1,8.6,5.5,3.0,7,18.0,87.9,-30.0,Mild
1,8.6,5.5,3.0,14,18.0,41.87,-30.0,Mild
1,8.6,5.5,3.0,6,18.0,71.5,-30.0,Mild
2,8.2,5.5,3.0,3,26.25,100.0,-30.0,Moderate
2,8.2,5.5,3.0,5,37.67,100.0,-30.0,Moderate
2,8.2,5.5,3.0,9,32.17,95.78,-30.0,Moderate
2,8.2,5.5,3.0,8,36.58,100.0,-30.0,Moderate
2,8.2,5.5,3.0,6,33.0,100.0,-30.0,Moderate
2,8.2,5.5,3.0,19,41.67,100.0,-30.0,Moderate
2,8.2,5.5,3.0,10,33.92,99.66,-30.0,Moderate
2,8.2,5.5,3.0,2,38.5,100.0,-30.0,Moderate
2,8.2,5.5,3.0,4,36.92,100.0,-30.0,Moderate
2,8.2,5.5,3.0,17,39.5,100.0,-30.0,Moderate
2,8.2,5.5,3.0,1,37.25,100.0,-30.0,Moderate
2,8.2,5.5,3.0,12,35.5,96.87,-30.0,Moderate
2,8.2,5.5,3.0,15,33.33,100.0,-30.0,Moderate
2,8.2,5.5,3.0,16,35.58,100.0,-30.0,Moderate
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,18,35.92,98.47,-30.0,Moderate
2,8.2,5.5,3.0,7,41.0,96.94,-30.0,Moderate
2,8.2,5.5,3.0,21,42.92,100.0,-30.0,Moderate
2,8.2,5.5,3.0,11,30.58,96.11,-30.0,Moderate
2,8.2,5.5,3.0,13,38.08,98.64,-30.0,Moderate
2,8.2,5.5,3.0,14,37.58,100.0,-30.0,Moderate
2,8.2,5.5,3.0,20,36.58,100.0,-30.0,Moderate
1,9.0,5.5,3.0,7,27.75,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,1,26.5,95.39,-30.0,Subclinical
1,9.0,5.5,3.0,3,28.17,98.5,-30.0,Subclinical
1,9.0,5.5,3.0,15,23.75,95.54,-30.0,Subclinical
1,8.6,5.5,3.0,12,19.92,78.85,-30.0,Mild
1,8.6,5.5,3.0,5,25.42,88.3,-30.0,Mild
1,8.6,5.5,3.0,18,31.17,89.44,-30.0,Mild
1,8.6,5.5,3.0,16,21.42,88.5,-30.0,Mild
1,8.6,5.5,3.0,14,31.17,94.84,-30.0,Mild
1,9.0,5.5,3.0,21,29.0,100.0,-30.0,Subclinical
1,8.2,5.5,3.0,0,18.0,100.0,-30.0,Moderate
1,8.6,5.5,3.0,11,25.17,98.17,-30.0,Mild
1,8.6,5.5,3.0,4,19.75,84.67,-30.0,Mild
1,8.6,5.5,3.0,6,28.0,95.36,-30.0,Mild
1,9.0,5.5,3.0,19,30.5,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,10,14.33,78.46,-30.0,Mild
1,8.6,5.5,3.0,17,26.25,93.78,-30.0,Mild
1,9.0,5.5,3.0,9,14.0,78.49,-30.0,Subclinical
1,8.6,5.5,3.0,20,31.42,93.24,-30.0,Mild
1,9.0,5.5,3.0,2,29.33,98.63,-30.0,Subclinical
1,9.0,5.5,3.0,13,27.58,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,8,19.25,77.54,-30.0,Subclinical
2,8.6,5.5,3.0,7,31.33,97.92,-30.0,Mild
2,8.6,5.5,3.0,5,26.17,95.09,-30.0,Mild
2,8.6,5.5,3.0,18,26.67,94.73,-30.0,Mild
2,8.6,5.5,3.0,4,27.0,93.54,-30.0,Mild
2,8.2,5.5,3.0,15,26.58,94.38,-30.0,Moderate
2,8.6,5.5,3.0,12,27.0,99.51,-30.0,Mild
2,8.6,5.5,3.0,11,31.58,98.06,-30.0,Mild
2,8.2,5.5,3.0,10,26.67,93.41,-30.0,Moderate
2,8.6,5.5,3.0,1,11.75,72.12,-30.0,Mild
2,8.2,5.5,3.0,16,36.25,99.03,-30.0,Moderate
2,8.6,5.5,3.0,13,30.92,99.54,-30.0,Mild
2,8.6,5.5,3.0,2,18.0,82.26,-30.0,Mild
2,8.2,5.5,3.0,14,30.75,97.18,-30.0,Moderate
2,8.6,5.5,3.0,6,26.33,97.08,-30.0,Mild
2,8.6,5.5,3.0,20,35.25,98.82,-30.0,Mild
2,8.6,5.5,3.0,21,30.75,99.58,-30.0,Mild
2,8.6,5.5,3.0,17,23.92,94.98,-30.0,Mild
2,8.2,5.5,3.0,3,16.83,75.99,-30.0,Moderate
2,8.2,5.5,3.0,19,24.42,97.12,-30.0,Moderate
2,8.6,5.5,3.0,8,26.58,92.41,-30.0,Mild
2,8.6,5.5,3.0,9,34.75,99.87,-30.0,Mild
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
1,8.6,5.5,3.0,7,25.25,98.64,-30.0,Mild
1,8.6,5.5,3.0,5,32.33,100.0,-30.0,Mild
1,8.6,5.5,3.0,19,29.08,95.17,-30.0,Mild
1,9.0,5.5,3.0,4,33.58,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,10,40.08,97.29,-30.0,Mild
1,9.0,5.5,3.0,3,35.33,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,17,36.58,100.0,-30.0,Mild
1,8.6,5.5,3.0,21,38.92,100.0,-30.0,Mild
1,8.6,5.5,3.0,8,37.0,97.64,-30.0,Mild
1,8.6,5.5,3.0,15,30.25,93.96,-30.0,Mild
1,8.6,5.5,3.0,9,35.5,97.29,-30.0,Mild
1,8.6,5.5,3.0,11,36.67,100.0,-30.0,Mild
1,8.6,5.5,3.0,14,40.67,95.28,-30.0,Mild
1,8.6,5.5,3.0,12,37.25,99.31,-30.0,Mild
1,9.0,5.5,3.0,1,28.67,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,18,38.0,99.22,-30.0,Mild
1,9.0,5.5,3.0,2,31.08,87.57,-30.0,Subclinical
1,8.6,5.5,3.0,13,29.0,97.03,-30.0,Mild
1,8.6,5.5,3.0,6,38.25,98.61,-30.0,Mild
1,8.6,5.5,3.0,20,38.33,91.68,-30.0,Mild
1,7.8,5.5,3.0,0,18.0,100.0,-30.0,Critical
1,8.6,5.5,3.0,16,28.5,85.98,-30.0,Mild
2,7.4,5.5,3.0,0,60.58,100.0,-30.0,Critical
2,8.2,5.5,3.0,17,39.75,86.02,-30.0,Moderate
2,8.2,5.5,3.0,21,37.17,89.92,-30.0,Moderate
2,8.2,5.5,3.0,5,32.67,88.52,-30.0,Moderate
2,8.6,5.5,3.0,18,34.25,87.24,-30.0,Mild
2,8.6,5.5,3.0,20,39.0,91.46,-30.0,Mild
2,8.2,5.5,3.0,13,41.67,91.73,-30.0,Moderate
2,8.2,5.5,3.0,3,33.67,84.22,-30.0,Moderate
2,8.2,5.5,3.0,11,33.83,86.07,-30.0,Moderate
2,8.2,5.5,3.0,16,42.42,86.6,-30.0,Moderate
2,8.2,5.5,3.0,14,33.25,92.64,-30.0,Moderate
2,8.2,5.5,3.0,10,38.25,85.54,-30.0,Moderate
2,8.2,5.5,3.0,12,39.58,86.43,-30.0,Moderate
2,8.2,5.5,3.0,6,36.0,88.42,-30.0,Moderate
2,8.2,5.5,3.0,4,34.92,85.38,-30.0,Moderate
2,8.2,5.5,3.0,7,32.5,83.81,-30.0,Moderate
2,8.6,5.5,3.0,1,32.5,93.61,-30.0,Mild
